item_id,declaration_id,declaration_date,year,year_month,hs_code,hs_clean,hs6,hs2,hs_desc,commercial_description,active_cr,trade_type,regime,country_of_origin,country_of_export,country_of_destination,country_of_origin_code,country_of_export_code,country_of_destination_code,partner_country_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,log_actual_unit_price,median,mad,q1,q3,iqr,iqr_low,iqr_high,iqr_flag,robust_z,anomaly_score,price_level,partner_count,partner_probability,partner_rarity_raw,partner_rarity_score,route_count,route_probability,route_rarity_raw,route_rarity_score,active_months,month_mean,month_std,month_max,burstiness_raw,burstiness_score,trade_pattern_score,pattern_level,trade_pattern_flag,cr_price_z_own,cr_price_z_peer,cr_price_severity,cr_burst_ratio,cr_burst_severity,cr_hs_months_active,cr_hs_first_time_in_window,cr_freq_severity,cr_partner_first_time,cr_partner_hs_first_time,cr_partner_rarity,cr_portfolio_distance,cr_portfolio_severity,cr_profile_score,cr_profile_level,cr_profile_flag,final_level,final_reason,final_flag
2020-2601-5-10181-1,2020-2601-5-10181,2020-01-01,2020,2020-01,2710192100,271019210000,271019,27,Gas oils for diesel engines,Gas oils for diesel engines,CR_HASH_027,Import,IM,DE,DE,BH,DE,DE,BH,DE,LTR,4783.52,0.3251141418871458,price_per_liter_gross_weight,1555.19,4136.14,3.4,4372.13,4783.52,0.281498600548421,0.26355592811875056,0.07105600884335336,0.1979668243457394,0.33634243682655873,0.13837561248081934,-0.009596594375489625,0.5439058555477878,False,0.17031869578838918,0.17031869578838918,NORMAL,4.0,0.0041928721174004195,5.474369310328396,58.39708046469813,2.0,0.0020964360587002098,6.1675164908883415,77.23297513030472,4.0,1.0,0.0,1.0,1.0,0.0,56.23008152795572,LOW,1,0.0,0.1830711509131958,4.576778772829895,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,31.601872570490464,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=LOW, cr_profile_level=NORMAL)",0
2020-2801-1-10074-1,2020-2801-1-10074,2020-01-01,2020,2020-01,3923301000,392330100000,392330,39,Plastic bottles for packaging,Plastic bottles for packaging,CR_HASH_009,Re-export,EX,BH,BH,DE,BH,BH,DE,DE,NMB,3.53,0.1274787535410765,price_per_item,0.45,1.19,3.53,20.21,22.62,0.11998394835114093,2.008077055471865,0.7629623078147538,1.1201351912780924,2.51712417371907,1.3969889824409778,-0.9753482823833743,4.612607647380537,False,-1.6691536930990645,1.6691536930990645,NORMAL,1.0,0.0010482180293501049,6.860663671448286,100.0,1.0,0.0010482180293501049,6.860663671448286,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,-0.880199237356873,22.004980933921825,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,37.70174332687264,LOW,1,HIGH,"HIGH (driven by pattern+cr_profile; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=LOW)",1
2020-2501-4-10614-1,2020-2501-4-10614,2020-01-01,2020,2020-01,3923301000,392330100000,392330,39,Plastic bottles for packaging,Plastic bottles for packaging,CR_HASH_032,Import,IM,US,JP,BH,US,JP,BH,US,NMB,4.53,4.44812362030905,price_per_item,20.15,53.58,4.53,802.03,922.42,1.6952712595422443,1.6841288050356895,0.6442087840607709,1.0864174155799162,2.3469388358112164,1.2605214202313002,-0.8043647147670341,4.237720966158166,False,0.011666221865504098,0.011666221865504098,NORMAL,10.0,0.010482180293501049,4.558078578454241,30.899046383171186,1.0,0.0010482180293501049,6.860663671448286,100.0,7.0,1.4285714285714286,0.7867957924694432,3.0,2.1,70.00000000000001,60.94952319158559,LOW,1,0.0,-0.06364434357381439,1.5911085893453598,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,30.556888006270874,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=LOW, cr_profile_level=NORMAL)",0
2020-2701-5-10322-1,2020-2701-5-10322,2020-01-01,2020,2020-01,102211000,102211000000,102211,10,"Live cattle, pure-bred breeding","Live cattle, pure-bred breeding",CR_HASH_028,Import,IM,TH,TH,BH,TH,TH,BH,TH,NMB,0.63,40284.71428571428,price_per_item,25379.37,67498.33,0.63,204.01,219.93,10.603752200864937,10.013369334439131,0.6855679350518233,9.327801399387308,10.638440798004723,1.3106393986174147,7.361842301461186,12.604399895930845,False,0.5808436591005525,0.5808436591005525,NORMAL,1.0,0.0010482180293501049,6.860663671448286,100.0,1.0,0.0010482180293501049,6.860663671448286,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,1.3123256057504056,32.80814014376014,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,41.48284905031605,LOW,1,HIGH,"HIGH (driven by pattern+cr_profile; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=LOW)",1
2020-2501-7-10586-1,2020-2501-7-10586,2020-01-02,2020,2020-01,8504400090,850440009000,850440,85,Static converters,Static converters,CR_HASH_012,Import,IM,CN,CN,BH,CN,CN,BH,CN,NMB,3.3,1025.909090909091,price_per_item,3385.5,9003.99,3.3,164.76,178.3,6.934308686934653,7.466827051260017,0.5715840105867187,6.914775863803976,8.032836322465545,1.11806045866157,5.23768517581162,9.7099270104579,False,-0.628391818764069,0.628391818764069,NORMAL,19.0,0.019916142557651992,3.916224692281846,11.63690673320574,15.0,0.015723270440251572,4.152613470346076,11.051724646602178,9.0,2.111111111111111,0.9279607271383371,4.0,1.894736842105263,56.9377990430622,18.22722684937296,NORMAL,0,0.0,-0.44612754874760674,11.153188718690169,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,33.90361605154156,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=NORMAL)",0
2020-2501-5-10670-1,2020-2501-5-10670,2020-01-02,2020,2020-01,102211000,102211000000,102211,10,"Live cattle, pure-bred breeding","Live cattle, pure-bred breeding",CR_HASH_014,Import,IM,CN,CN,BH,CN,CN,BH,CN,NMB,3.36,5009.247023809524,price_per_item,16831.07,44763.48,3.36,133.15,155.52,8.519240499013009,10.013369334439131,0.6855679350518233,9.327801399387308,10.638440798004723,1.3106393986174147,7.361842301461186,12.604399895930845,False,-1.4699872054054959,1.4699872054054959,NORMAL,18.0,0.018867924528301886,3.970291913552122,13.25947284837593,16.0,0.016771488469601678,4.088074949208505,8.931900521218806,10.0,1.8,0.7888106377466155,3.0,1.6666666666666665,42.42424242424242,16.11953797025091,NORMAL,0,0.0,-0.8063654968444602,20.159137421111506,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,37.055698097389026,LOW,1,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=LOW)",0
2020-2501-1-10624-1,2020-2501-1-10624,2020-01-03,2020,2020-01,1006301000,100630100000,100630,10,Long-grain milled rice,Long-grain milled rice,CR_HASH_021,Re-export,EX,BH,BH,US,BH,BH,US,US,KGM,3261.88,0.4662403276638012,price_per_kg,1520.82,4044.73,3.94,3261.88,3815.72,0.38270152431506127,0.2942812331971436,0.07865143426710039,0.2366195387420564,0.39544094305664584,0.15882140431458944,-0.0016125677298277352,0.63367304952853,False,0.7582655022759397,0.7582655022759397,NORMAL,8.0,0.008385744234800839,4.781222129768451,37.595620697047174,8.0,0.008385744234800839,4.781222129768451,31.698925390914113,8.0,1.0,0.0,1.0,1.0,0.0,29.892434235343526,NORMAL,0,0.0,0.5217753712378799,13.044384280946996,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,34.565534498331445,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=NORMAL)",0
2020-2601-2-10767-1,2020-2601-2-10767,2020-01-03,2020,2020-01,6109100000,610910000000,610910,61,Cotton t-shirts,Cotton t-shirts,CR_HASH_048,Re-export,EX,BH,BH,US,BH,BH,US,US,NMB,4.79,143.8141962421712,price_per_item,688.87,1832.1,4.79,1092.6,1273.76,4.975451515492462,4.610526181303967,0.7708500247178713,3.916293548711598,5.585818334387825,1.6695247856762268,1.412006370197258,8.090105512902165,False,0.31930824144311903,0.31930824144311903,NORMAL,4.0,0.0041928721174004195,5.474369310328396,58.39708046469813,4.0,0.0041928721174004195,5.474369310328396,54.46595026060942,4.0,1.0,0.0,1.0,1.0,0.0,48.26162282356236,LOW,1,0.0,0.4450418934783576,11.12604733695894,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,33.894116567935626,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=LOW, cr_profile_level=NORMAL)",0
2020-2701-6-10906-1,2020-2701-6-10906,2020-01-03,2020,2020-01,6109100000,610910000000,610910,61,Cotton t-shirts,Cotton t-shirts,CR_HASH_029,Import,IM,CN,CN,BH,CN,CN,BH,CN,NMB,1.62,98.76543209876543,price_per_item,160.0,425.52,1.62,1064.85,1139.87,4.602821751561009,4.644105600231562,0.7882174659262975,3.8927224589349843,5.444558727344917,1.5518362684099332,1.5649680563200845,7.772313129959818,False,-0.035327274067943656,0.035327274067943656,NORMAL,16.0,0.016771488469601678,4.088074949208505,16.794160929396217,13.0,0.013626834381551363,4.29571431398675,15.75199690827349,8.0,2.0,1.4142135623730951,5.0,2.5,95.45454545454547,28.228461200775648,NORMAL,0,0.0,-0.061184780851508254,1.5296195212877064,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,30.5353668324507,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=NORMAL)",0
2020-2701-1-10221-1,2020-2701-1-10221,2020-01-03,2020,2020-01,6109100000,610910000000,610910,61,Cotton t-shirts,Cotton t-shirts,CR_HASH_023,Import,IM,JP,IN,BH,JP,IN,BH,JP,NMB,4.64,61.02370689655172,price_per_item,283.15,753.06,4.64,442.3,478.03,4.127516681259802,4.644105600231562,0.7882174659262975,3.8927224589349843,5.444558727344917,1.5518362684099332,1.5649680563200845,7.772313129959818,False,-0.4420537064412575,0.4420537064412575,NORMAL,6.0,0.006289308176100629,5.0689042022202315,46.22900654036249,1.0,0.0010482180293501049,6.860663671448286,100.0,4.0,1.5,1.0,3.0,2.0,63.63636363636365,67.65995781563579,LOW,1,0.0,-0.45257817713205273,11.314454428301318,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,33.96005904990546,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=LOW, cr_profile_level=NORMAL)",0
