item_id,declaration_id,declaration_date,year,year_month,hs_code,hs_clean,hs6,hs2,hs_desc,commercial_description,active_cr,trade_type,regime,country_of_origin,country_of_export,country_of_destination,country_of_origin_code,country_of_export_code,country_of_destination_code,partner_country_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,log_actual_unit_price,median,mad,q1,q3,iqr,iqr_low,iqr_high,iqr_flag,robust_z,anomaly_score,price_level,partner_count,partner_probability,partner_rarity_raw,partner_rarity_score,route_count,route_probability,route_rarity_raw,route_rarity_score,active_months,month_mean,month_std,month_max,burstiness_raw,burstiness_score,trade_pattern_score,pattern_level,trade_pattern_flag,cr_price_z_own,cr_price_z_peer,cr_price_severity,cr_burst_ratio,cr_burst_severity,cr_hs_months_active,cr_hs_first_time_in_window,cr_freq_severity,cr_partner_first_time,cr_partner_hs_first_time,cr_partner_rarity,cr_portfolio_distance,cr_portfolio_severity,cr_profile_score,cr_profile_level,cr_profile_flag,final_level,final_reason,final_flag
2019-2601-9-10021-1,2019-2601-9-10021,2019-01-03,2019,2019-01,8703221000,870322100000,870322,87,Passenger cars 1000-1500cc,Passenger cars 1000-1500cc,CR_HASH_012,Import,IM,JP,JP,BH,JP,JP,BH,JP,NMB,4.01,361664.39152119705,price_per_item,1450274.21,3857112.26,4.01,1215.17,1440.46,12.79847473053453,11.6606505121199,1.2446720405102942,10.462512873409606,12.989275787538485,2.526762914128879,6.672368502216288,16.779420158731803,False,0.6165896688052093,0.6165896688052093,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,-0.04764506697074529,1.1911266742686322,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,30.416894335994023,NORMAL,0,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=NORMAL)",1
2019-2501-1-10014-1,2019-2501-1-10014,2019-01-12,2019,2019-01,9018390000,901839000000,901839,90,Medical syringes and needles,Medical syringes and needles,CR_HASH_016,Import,IM,JP,JP,BH,JP,JP,BH,JP,NMB,1.15,7.565217391304348,price_per_item,8.7,23.14,1.15,503.28,587.13,2.147709512808839,1.3005711692890884,0.8471383435197504,0.8770019975292132,1.7241403410489635,0.8471383435197504,-0.3937055177504123,2.994847856328589,False,0.6744907594765952,0.6744907594765952,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,0.0,0.0,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,30.0,NORMAL,0,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=NORMAL)",1
2019-2501-5-10009-1,2019-2501-5-10009,2019-01-16,2019,2019-01,8517120000,851712000000,851712,85,Cellular telephones,Cellular telephones,CR_HASH_017,Import,IM,AE,AE,BH,AE,AE,BH,AE,NMB,0.6,10711.416666666668,price_per_item,6426.85,17092.68,0.6,490.93,558.27,9.279158783801488,9.041848096813506,0.5848582216722535,8.630763642483391,9.479070220511442,0.8483065780280512,7.358303775441314,10.751530087553519,False,0.27367977326329546,0.27367977326329546,NORMAL,2.0,0.04,3.2188758248682006,49.999999999999986,2.0,0.04,3.2188758248682006,36.90702464285424,2.0,1.0,0.0,1.0,1.0,0.0,37.91745862499897,NORMAL,0,0.0,1.1816766996187653,29.54191749046913,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,40.339671121664196,LOW,1,LOW,"LOW (driven by cr_profile; price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=LOW)",1
2019-2801-8-10001-1,2019-2801-8-10001,2019-01-24,2019,2019-01,102211000,102211000000,102211,10,"Live cattle, pure-bred breeding","Live cattle, pure-bred breeding",CR_HASH_025,Re-export,IM,DE,IN,BH,DE,IN,BH,DE,NMB,3.57,27718.941176470587,price_per_item,98956.62,263182.5,3.57,246.93,276.56,10.229907331240643,10.121638332839886,0.10826899840075566,10.06750383363951,10.175772832040265,0.10826899840075477,9.905100336038377,10.338176329641396,False,0.6744907594766006,0.6744907594766006,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,0.0,0.0,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,30.0,NORMAL,0,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=NORMAL)",1
2019-2601-9-10016-1,2019-2601-9-10016,2019-01-30,2019,2019-01,2710192100,271019210000,271019,27,Gas oils for diesel engines,Gas oils for diesel engines,CR_HASH_008,Re-export,,CN,BH,DE,CN,BH,DE,,LTR,8579.38,0.39551459429469266,price_per_liter_gross_weight,3393.27,9024.65,1.13,7570.4,8579.38,0.3332632320511218,0.3332632320511218,0.0,0.3332632320511218,0.3332632320511218,0.0,0.3332632320511218,0.3332632320511218,False,0.0,0.0,NORMAL,,,,0.0,,,,0.0,,,,,,0.0,0.0,NORMAL,0,0.0,0.5108910062093985,12.772275155234963,1.0,0.0,1,True,91.66666666666666,False,False,0.0,0.0,0.0,14.470296304332237,NORMAL,0,NORMAL,"NORMAL (price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=NORMAL)",0
2019-2701-9-10025-1,2019-2701-9-10025,2019-01-31,2019,2019-01,8504400090,850440009000,850440,85,Static converters,Static converters,CR_HASH_047,Export,EX,BH,BH,AE,BH,BH,AE,AE,NMB,3.16,802.759493670886,price_per_item,2536.72,6746.6,3.16,178.35,208.54,6.689300087203236,6.965559666422805,0.2762595792195688,6.827429876813021,7.103689456032589,0.2762595792195679,6.413040507983669,7.518078824861941,False,-0.6744907594765952,0.6744907594765952,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,-2.5691736897608637,64.2293422440216,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,52.48026978540756,LOW,1,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=LOW)",1
2019-2501-7-10006-1,2019-2501-7-10006,2019-02-08,2019,2019-02,8504400090,850440009000,850440,85,Static converters,Static converters,CR_HASH_012,Import,IM,CN,CN,BH,CN,CN,BH,CN,NMB,2.13,1606.6901408450706,price_per_item,3422.25,9101.72,2.13,534.62,591.91,7.382553732690741,8.49494313682909,0.5611222420377029,7.9387484347599155,8.775504257847942,0.8367558230880263,6.683614700127876,10.030637992479981,False,-1.3371353295608237,1.3371353295608237,NORMAL,2.0,0.04,3.2188758248682006,49.999999999999986,1.0,0.02,3.912023005428146,100.0,2.0,1.0,0.0,1.0,1.0,0.0,59.99999999999999,LOW,1,0.0,0.24011288503615627,6.002822125903907,1.0,0.0,1,True,91.66666666666666,True,True,100.0,1.0,100.0,77.10098774406637,MEDIUM,1,MEDIUM,"MEDIUM (driven by cr_profile; price_level=NORMAL, pattern_level=LOW, cr_profile_level=MEDIUM)",1
2019-2601-9-10007-1,2019-2601-9-10007,2019-02-13,2019,2019-02,2710192100,271019210000,271019,27,Gas oils for diesel engines,Gas oils for diesel engines,CR_HASH_014,Re-export,,IN,BH,DE,IN,BH,DE,,LTR,14119.74,0.20339326361533572,price_per_liter_gross_weight,2871.86,7637.92,4.56,12636.2,14119.74,0.18514528599497457,0.18514528599497457,0.0,0.18514528599497457,0.18514528599497457,0.0,0.18514528599497457,0.18514528599497457,False,0.0,0.0,NORMAL,,,,0.0,,,,0.0,,,,,,0.0,0.0,NORMAL,0,0.0,-5.991699585050568,100.0,1.0,0.0,1,True,91.66666666666666,False,False,0.0,0.0,0.0,45.0,LOW,1,LOW,"LOW (driven by cr_profile; price_level=NORMAL, pattern_level=NORMAL, cr_profile_level=LOW)",1
2019-2701-5-10012-1,2019-2701-5-10012,2019-02-21,2019,2019-02,2710192100,271019210000,271019,27,Gas oils for diesel engines,Gas oils for diesel engines,CR_HASH_046,Import,IM,DE,DE,BH,DE,DE,BH,DE,LTR,15486.77,0.4171418572110259,price_per_liter_gross_weight,6460.18,17181.33,0.7,14229.0,15486.77,0.34864206664416086,0.31614930627313326,0.04618152657332855,0.25296206595877935,0.35548644974531135,0.102524383786532,0.09917549027898134,0.5092730254251093,False,0.4745634942436641,0.4745634942436641,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,0.8904791415193736,22.26197853798434,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,37.791692488294515,LOW,1,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=LOW)",1
2019-2801-1-10013-1,2019-2801-1-10013,2019-02-25,2019,2019-02,8504400090,850440009000,850440,85,Static converters,Static converters,CR_HASH_005,Re-export,IM,US,DE,BH,US,DE,BH,US,NMB,1.68,8569.363095238095,price_per_item,14396.53,38288.64,1.68,923.16,1021.06,9.056065378866792,8.49494313682909,0.5611222420377029,7.9387484347599155,8.775504257847942,0.8367558230880263,6.683614700127876,10.030637992479981,False,0.6744907594765952,0.6744907594765952,NORMAL,1.0,0.02,3.912023005428146,100.0,1.0,0.02,3.912023005428146,100.0,1.0,1.0,0.0,1.0,1.0,0.0,85.0,HIGH,1,0.0,22.925559589497585,100.0,1.0,0.0,1,True,91.66666666666666,True,True,0.0,0.0,0.0,65.0,LOW,1,HIGH,"HIGH (driven by pattern; price_level=NORMAL, pattern_level=HIGH, cr_profile_level=LOW)",1
